age_upon_intake,animal_id,animal_type,intake_condition,intake_type,sex_upon_intake
3 years,A688971,Dog,Normal,Public Assist,Intact Male
1 year,A688972,Dog,Normal,Stray,Intact Male
1 year,A688973,Dog,Normal,Stray,Intact Male
2 months,A688975,Cat,Injured,Stray,Intact Male
3 weeks,A688976,Cat,Injured,Stray,Intact Male
6 months,A688977,Cat,Normal,Stray,Intact Female
3 weeks,A688979,Cat,Injured,Stray,Intact Female
3 weeks,A688980,Cat,Injured,Stray,Intact Female
1 year,A688982,Dog,Normal,Stray,Intact Female
2 years,A688983,Dog,Normal,Stray,Intact Male
9 months,A688985,Dog,Normal,Stray,Intact Male
3 years,A688987,Dog,Normal,Public Assist,Intact Male
9 years,A688988,Cat,Normal,Owner Surrender,Spayed Female
8 years,A688989,Dog,Normal,Stray,Intact Male
2 years,A688990,Dog,Normal,Stray,Intact Male
3 years,A688991,Dog,Normal,Stray,Intact Male
2 years,A688992,Dog,Normal,Stray,Neutered Male
2 years,A688992,Dog,Normal,Public Assist,Neutered Male
3 years,A688992,Dog,Normal,Public Assist,Neutered Male
5 months,A688994,Cat,Normal,Stray,Intact Male
5 months,A688995,Cat,Normal,Stray,Intact Female
2 years,A688996,Dog,Normal,Stray,Neutered Male
2 years,A688996,Dog,Normal,Stray,Neutered Male
11 years,A688997,Cat,Sick,Stray,Neutered Male
1 year,A688999,Dog,Normal,Stray,Neutered Male
10 months,A688999,Dog,Normal,Owner Surrender,Intact Male
2 years,A689001,Dog,Normal,Stray,Intact Female
1 year,A689008,Dog,Normal,Stray,Intact Female
9 months,A689009,Dog,Normal,Owner Surrender,Intact Male
2 years,A689010,Dog,Normal,Owner Surrender,Spayed Female
3 weeks,A689011,Cat,Normal,Stray,Intact Female
3 weeks,A689012,Cat,Normal,Stray,Intact Female
2 years,A689016,Dog,Normal,Stray,Neutered Male
2 years,A689018,Dog,Normal,Stray,Intact Female
1 month,A689019,Cat,Normal,Stray,Intact Male
9 months,A689021,Dog,Normal,Stray,Intact Male
2 years,A689022,Cat,Normal,Stray,Intact Male
1 year,A689023,Cat,Normal,Stray,Intact Female
5 years,A689024,Dog,Normal,Owner Surrender,Intact Female
4 months,A689026,Dog,Normal,Owner Surrender,Intact Male
4 months,A689027,Dog,Normal,Owner Surrender,Intact Male
5 years,A689028,Dog,Normal,Owner Surrender,Intact Male
1 month,A689029,Cat,Normal,Stray,Intact Male
1 month,A689030,Cat,Normal,Stray,Intact Male
1 month,A689031,Cat,Normal,Stray,Intact Male
1 month,A689032,Cat,Normal,Stray,Intact Male
2 years,A689033,Dog,Normal,Stray,Intact Female
7 years,A689034,Dog,Normal,Owner Surrender,Spayed Female
7 years,A689036,Dog,Normal,Owner Surrender,Neutered Male
5 months,A689037,Cat,Normal,Stray,Intact Male
3 years,A689038,Cat,Injured,Owner Surrender,Intact Male
1 year,A689039,Dog,Normal,Stray,Neutered Male
2 weeks,A689040,Cat,Normal,Stray,Intact Female
2 weeks,A689041,Cat,Normal,Stray,Intact Female
2 weeks,A689042,Cat,Normal,Stray,Intact Female
2 weeks,A689043,Cat,Normal,Stray,Intact Female
2 weeks,A689044,Cat,Normal,Stray,Intact Male
2 weeks,A689045,Cat,Normal,Stray,Intact Male
6 months,A689046,Cat,Normal,Stray,Unknown
7 years,A689047,Cat,Normal,Stray,Neutered Male
7 years,A689047,Cat,Normal,Stray,Neutered Male
1 month,A689049,Cat,Normal,Stray,Intact Female
1 month,A689050,Cat,Normal,Stray,Intact Female
2 weeks,A689052,Cat,Normal,Stray,Intact Male
1 year,A689053,Dog,Normal,Owner Surrender,Spayed Female
6 months,A689054,Cat,Normal,Owner Surrender,Intact Female
9 years,A689056,Dog,Normal,Public Assist,Spayed Female
1 month,A689059,Cat,Normal,Stray,Intact Female
6 months,A689060,Cat,Normal,Stray,Unknown
5 months,A689061,Dog,Normal,Stray,Intact Male
5 years,A689062,Dog,Normal,Euthanasia Request,Intact Female
1 month,A689063,Dog,Normal,Owner Surrender,Intact Female
1 month,A689064,Dog,Normal,Owner Surrender,Intact Female
1 month,A689065,Dog,Normal,Owner Surrender,Intact Female
1 month,A689066,Dog,Normal,Owner Surrender,Intact Female
1 month,A689067,Dog,Normal,Owner Surrender,Intact Male
1 month,A689068,Cat,Normal,Stray,Intact Male
4 weeks,A689069,Cat,Normal,Stray,Intact Female
7 months,A689071,Cat,Injured,Stray,Intact Female
7 years,A689072,Dog,Normal,Public Assist,Intact Male
3 years,A689073,Dog,Normal,Stray,Neutered Male
2 years,A689075,Cat,Sick,Stray,Spayed Female
3 months,A689076,Cat,Normal,Stray,Intact Male
5 years,A689077,Cat,Normal,Stray,Intact Male
10 years,A689078,Cat,Normal,Stray,Intact Female
1 year,A689080,Dog,Normal,Stray,Spayed Female
11 months,A689080,Dog,Normal,Stray,Intact Female
7 months,A689081,Dog,Normal,Stray,Intact Female
3 months,A689082,Cat,Normal,Stray,Spayed Female
1 year,A689083,Dog,Normal,Stray,Intact Male
2 years,A689083,Dog,Normal,Owner Surrender,Neutered Male
1 weeks,A689084,Cat,Normal,Stray,Intact Female
1 year,A689085,Dog,Normal,Owner Surrender,Neutered Male
3 weeks,A689086,Cat,Sick,Stray,Intact Male
13 years,A689089,Cat,Injured,Stray,Neutered Male
1 month,A689090,Dog,Normal,Stray,Intact Male
1 month,A689091,Dog,Normal,Stray,Intact Female
2 years,A689092,Cat,Normal,Stray,Intact Male
3 weeks,A689093,Cat,Normal,Stray,Intact Female
3 weeks,A689094,Cat,Normal,Stray,Intact Male
3 weeks,A689095,Cat,Normal,Stray,Intact Female
2 months,A689097,Cat,Normal,Stray,Intact Female
2 months,A689098,Cat,Normal,Stray,Intact Male
2 years,A689099,Dog,Injured,Stray,Intact Female
2 years,A689100,Dog,Normal,Stray,Spayed Female
3 months,A689101,Dog,Normal,Stray,Intact Female
3 years,A689102,Dog,Normal,Stray,Neutered Male
1 year,A689103,Dog,Normal,Stray,Intact Female
1 year,A689103,Dog,Normal,Owner Surrender,Spayed Female
1 month,A689106,Dog,Normal,Stray,Intact Male
